age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,income_missing,join_year,join_month,join_day,join_weekday,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,transaction_quantile,transaction_cluster,income_standard,income_minmax,income_maxabs,debt_to_income,avg_monthly_transactions,spending_income_ratio,loan_log,loan_sqrt,loan_reciprocal,income_boxcox
58.0,Female,Primary,Self-Employed,1131691.08,39114.48,559.4,3,80,20.61,1,0,2021,6,2,2,1,0,True,False,False,True,False,False,False,2,0,3,1.5255395266381453,0.42202937333823776,0.4499190687930526,0.03456282913988406,13.333333333333334,1.8211667611917896e-05,10.574273575550981,197.77381019740707,2.556532605505544e-05,1.5072023939969181
65.0,Male,Graduate,Salaried,456822.64,119378.95,563.4,4,432,18.31,0,0,2020,1,26,6,3,1,False,False,True,False,False,False,False,0,3,1,-0.20416120154893336,0.1401230590094268,0.18161600848915757,0.2613239323604181,72.0,4.0081113140291946e-05,11.690066542891929,345.5125902192278,8.376616006289163e-06,0.0971376346085803
28.0,Female,Secondary,Salaried,201170.19,124616.15,664.0,2,220,13.17,1,0,2021,9,3,4,2,0,False,False,False,False,True,False,False,0,1,0,-0.8594033238917869,0.033331815476641886,0.0799779252070463,0.6194532626664881,36.666666666666664,6.546663068404576e-05,11.733001516313351,353.01012733348034,8.024577676507608e-06,-1.351999327866065
47.0,Other,Graduate,Salaried,393283.94,47798.43,554.2,3,136,66.64,1,0,2024,11,25,0,3,2,False,True,False,False,False,False,False,0,0,0,-0.36701210573117715,0.11358164786528732,0.1563553404132714,0.12153638529865904,22.666666666666668,0.00016944457624032083,10.774768993722255,218.62852055484436,2.0920751565447538e-05,-0.15447703492467213
47.0,Female,Graduate,Salaried,295763.03,71686.37,804.1,1,424,34.57,0,0,2023,2,11,5,3,0,False,False,False,False,False,False,False,0,3,1,-0.6169600645369949,0.07284517438596491,0.1175845859287074,0.2423769043179456,70.66666666666667,0.00011688371976808674,11.180069860443753,267.7431044863714,1.3949458600587525e-05,-0.6489976476497675
48.0,Male,Post-Graduate,Salaried,134848.84,33476.23,719.3,0,308,14.88,0,0,2023,3,30,3,4,1,False,False,False,False,True,False,False,0,2,2,-1.0293862132818288,0.005628034662990132,0.05361097705269828,0.24824819962708153,51.333333333333336,0.00011034495851088886,10.418620785218835,182.9651059628584,2.9871049665698145e-05,-2.1254595424968143
41.0,Female,Secondary,Salaried,327408.09,35721.69,733.9,1,402,33.89,0,0,2025,2,1,5,2,0,True,False,False,True,False,False,False,0,3,1,-0.5358531700946888,0.08606396148958778,0.1301655067990038,0.10910414857449437,67.0,0.00010350964904486922,10.483541340105662,189.00182538801047,2.7993412590149286e-05,-0.47019700643183027
48.0,Male,Secondary,Salaried,423825.75,109744.12,537.0,1,85,37.54,1,0,2021,10,13,2,2,1,False,False,True,False,False,True,False,0,0,3,-0.2887328621542344,0.1263395849382238,0.16849764935013634,0.25893627525869944,14.166666666666666,8.85739279080426e-05,11.605915865256351,331.2765008267263,9.112022475350157e-06,-0.028122936880502877
53.0,Male,Secondary,Self-Employed,300741.2,152265.17,796.4,3,309,42.21,0,0,2022,2,15,1,2,1,True,False,False,False,False,True,False,0,2,2,-0.6042009195486191,0.07492465754686403,0.1195637246267817,0.5062979854506617,51.5,0.00014035276725381406,11.933385386829142,390.21169895327336,6.567446991015798e-06,-0.6194515528242366
48.0,Female,Primary,Self-Employed,278472.04,52377.21,738.5,1,71,32.57,0,0,2021,12,23,3,1,0,True,False,False,False,False,True,False,0,0,3,-0.6612772028433522,0.06562237513638622,0.11071031939361196,0.18808718431055302,11.833333333333334,0.00011695925752812554,10.866245944129174,228.86067814283868,1.9091908639107753e-05,-0.7562430705824215
67.0,Male,Secondary,Self-Employed,205556.97,229695.68,618.6,4,234,29.52,1,0,2022,3,1,1,2,1,True,False,False,False,False,True,False,0,1,0,-0.8481599227921645,0.03516426297051394,0.08172194882575326,1.117425318025859,39.0,0.00014360912398580312,12.344514934937559,479.26577178012616,4.353567496056103e-06,-1.311578458211488
53.0,Male,Secondary,Salaried,497600.73,143763.34,541.2,4,475,12.65,0,0,2024,11,24,6,2,1,False,False,False,False,False,False,True,0,3,1,-0.0996461764174008,0.15715689905278182,0.19782788874888294,0.288912460171712,79.16666666666667,2.542193733932557e-05,11.875930710205985,379.161364065486,6.955827849938309e-06,0.23829836910677415
25.0,Female,Secondary,Salaried,1358051.58,222839.73,673.1,1,337,28.91,0,0,2022,5,14,5,2,0,True,False,False,False,False,True,False,2,2,2,2.105705820505423,0.5165847718165351,0.5399117418567386,0.16408770417416385,56.166666666666664,2.1287835556411226e-05,12.314212580022403,472.0590323254074,4.487509980783136e-06,1.7683934901322502
68.0,Male,Graduate,Salaried,952813.37,59239.47,638.0,1,397,30.11,0,0,2023,3,3,4,3,1,True,False,False,False,True,False,False,1,3,1,1.067072532325243,0.34730850486544634,0.3788038200000394,0.06217314921478357,66.16666666666667,3.160111869429509e-05,10.989360202178757,243.3915980472621,1.6880352232181818e-05,1.2541755094028082
39.0,Male,Secondary,Salaried,654859.59,212029.43,641.8,1,281,22.9,1,0,2021,8,16,0,2,1,False,False,True,False,False,True,False,1,2,2,0.3034112915772054,0.2228471328680577,0.2603482718296235,0.32377796623858524,46.833333333333336,3.4969274910863087e-05,12.264485081089443,460.4665351575508,4.71630416445413e-06,0.6797451179847197
24.0,Female,Secondary,Salaried,663474.35,336273.42,616.5,3,365,22.0,0,0,2023,11,2,3,2,0,False,False,True,False,False,False,False,1,2,2,0.3254910863371395,0.22644569385637012,0.2637731859829414,0.506836342902566,60.833333333333336,3.3158730011597264e-05,12.725682831796467,579.8908690434779,2.973761727103715e-06,0.7003079715654223
48.0,Female,Secondary,Unemployed,408568.19,54788.62,744.9,3,76,23.82,0,0,2024,8,21,2,2,0,True,False,False,False,False,True,False,0,0,3,-0.32783828045229263,0.11996619088048613,0.16243180036663624,0.13409875570891677,12.666666666666666,5.830101873320404e-05,10.911256038936225,234.06969047700304,1.8251632334737857e-05,-0.0898883762758704
69.0,Female,Graduate,Salaried,149835.32,65649.26,461.59939,2,213,34.55,0,0,2022,7,11,0,3,0,False,False,True,True,False,False,False,0,1,0,-0.9909755782120349,0.011888193074846586,0.05956905452211309,0.43813983151748515,35.5,0.0002305849476281852,11.09209684011914,256.22111544523415,1.5232232134343414e-05,-1.917204536240535
37.0,Male,Post-Graduate,Salaried,354456.53,37669.16,808.7,2,276,11.89,0,0,2021,9,5,6,4,1,False,False,True,False,True,False,False,0,2,2,-0.4665275006881827,0.09736264665071931,0.1409189793253621,0.10627270353094206,46.0,3.3544216143468584e-05,10.5366235480888,194.08544510086273,2.6546210581531904e-05,-0.33243595102518414
64.0,Male,Graduate,Salaried,247318.78,32828.41,769.8,4,148,17.47,0,0,2024,3,1,4,3,1,True,False,False,False,True,False,False,0,1,0,-0.7411236044729813,0.052609022925209824,0.09832492025353229,0.13273669416979103,24.666666666666668,7.063729395198394e-05,10.3990800389665,181.18611977742668,3.0460492588809846e-05,-0.9702818190536575
48.0,Male,Graduate,Salaried,485443.43,33097.53,699.0,1,255,37.49,0,0,2021,10,10,6,3,1,False,False,False,False,False,False,True,0,2,2,-0.13080556899884785,0.15207854684062377,0.19299458998767172,0.06817985325323436,42.5,7.722820097039737e-05,10.407244149502828,181.92726568604277,3.0212822140439472e-05,0.19764593266008423
50.0,Male,Secondary,Self-Employed,927203.94,41438.83,667.0,2,288,41.14,0,0,2020,10,5,0,2,1,True,False,False,False,False,False,False,1,2,2,1.0014350730902903,0.33661092353631844,0.3686224453284984,0.04469220148891787,48.0,4.4369910281107864e-05,10.631997774608347,203.5652966495026,2.413137312580674e-05,1.2135098980690882
49.0,Female,Graduate,Salaried,1445615.52,88638.06,777.5,2,183,60.44,0,0,2021,8,10,1,3,0,False,False,True,False,True,False,False,2,1,0,2.330133874632431,0.5531620158102075,0.5747239684801478,0.06131505746766092,30.5,4.180915143388096e-05,11.39232789723174,297.7214469936622,1.1281708086705793e-05,1.8562837330053288
66.0,Male,Secondary,Salaried,459903.8,42683.18,676.2,2,444,120.06,0,0,2024,12,26,3,2,1,False,False,False,True,False,False,False,0,3,1,-0.19626412949788166,0.14141012239537704,0.18284096524856083,0.09280872911089426,74.0,0.0002610540268333794,10.661583638764393,206.59908034645267,2.3427883585909346e-05,0.1083005759992641
26.0,Male,Secondary,Salaried,162706.98,86761.11,654.9,3,84,44.6,0,0,2019,6,23,6,2,1,False,True,False,False,False,True,False,0,0,3,-0.9579852672782824,0.017264948031551312,0.06468635674651588,0.5332320516793337,14.0,0.0002741107104888156,11.370925284608202,294.5523892281303,1.152576856418084e-05,-1.7565961925925835
55.0,Female,Graduate,Salaried,2515321.44,88026.36,782.5,2,61,14.46,0,0,2018,1,17,2,3,0,False,False,False,False,True,False,False,4,0,3,5.071810620947652,1.0,1.0,0.03499605402478738,10.166666666666666,5.748765951453922e-06,11.385402954229036,296.6923659280771,1.1360104403903513e-05,2.6006895440003377
61.0,Female,Post-Graduate,Unemployed,466920.23,52623.23,850.0,1,370,60.78,0,0,2019,7,29,0,4,0,False,False,True,True,False,False,False,0,2,2,-0.17828088511876436,0.14434102833764645,0.18563044172994447,0.11270258583016242,61.666666666666664,0.00013017184932884719,10.870931939048658,229.3975370399604,1.9002653340485932e-05,0.13340350503409856
57.0,Female,Primary,Salaried,664843.08,69993.25,592.6,3,312,20.3,0,0,2022,12,8,3,1,0,False,False,False,False,False,True,False,1,2,2,0.3289991675235875,0.22701744029870083,0.2643173430748477,0.10527769157544428,52.0,3.053347485623998e-05,11.156168374800444,264.5623744979622,1.4286887851502088e-05,0.7035467951266123
44.0,Male,Graduate,Unemployed,437347.2,50537.02,718.2,2,178,19.24,0,0,2025,3,8,5,3,1,True,False,False,False,False,False,True,0,1,0,-0.254077127013997,0.13198777043328314,0.17387328436241534,0.11555328225885003,29.666666666666668,4.399240696543394e-05,10.830481203285158,224.80440387145444,1.9787083071319377e-05,0.02451671062488824
49.0,Male,Graduate,Salaried,460427.63,58834.41,582.2,2,466,12.21,0,0,2020,11,28,5,3,1,False,True,False,False,True,False,False,0,3,1,-0.19492154318217506,0.14162893687221767,0.18304922093774226,0.1277818236455018,77.66666666666667,2.6518767957587695e-05,10.982499163514863,242.55805490644914,1.6996567203321943e-05,0.1101898504275765
69.0,Male,Primary,Self-Employed,302780.54,41514.41,725.1,4,242,46.43,0,0,2018,5,10,3,1,1,False,True,False,False,True,False,False,0,1,0,-0.5989740520972073,0.07577653146626573,0.12037449177867302,0.13711010915658864,40.333333333333336,0.00015334488357513474,10.633819962595817,203.75085275895168,2.40874412657854e-05,-0.6075095958514174
66.0,Male,Secondary,Self-Employed,366905.21,77565.13,610.0,0,496,30.74,1,0,2023,12,3,6,2,1,False,True,False,True,False,False,False,0,3,1,-0.4346212955899447,0.10256271423286731,0.14586812013974645,0.21140315395588427,82.66666666666667,8.378162909807385e-05,11.258886141818794,278.50517050855626,1.2892224995626312e-05,-0.27303533489229914
51.0,Female,Secondary,Salaried,601955.89,48031.77,789.0,5,170,59.75,0,0,2022,1,13,3,2,0,False,False,True,False,False,False,False,1,1,0,0.16781809594074823,0.200748178172003,0.239315691596061,0.07979270741464559,28.333333333333332,9.925959980290283e-05,10.77963876528404,219.16151578231063,2.081911994665309e-05,0.5462476759841776
55.0,Female,Secondary,Unemployed,132575.79,32330.1,671.0,1,88,18.17,0,0,2020,8,7,4,2,0,False,False,True,False,False,False,True,0,0,3,-1.0352120839362715,0.004678535309034421,0.05270729533478632,0.24385942667641897,14.666666666666666,0.00013705264699801528,10.38378489426687,179.8057284960632,3.092997145163635e-05,-2.159361107479432
53.0,Female,Secondary,Salaried,365721.31,110790.93,684.2,1,497,11.54,0,0,2020,12,4,4,2,0,False,True,False,False,False,False,False,0,3,1,-0.43765565394888756,0.10206817505196578,0.14539744470988963,0.3029373023483309,82.83333333333333,3.155399516097336e-05,11.615409216707782,332.85271517594686,9.025928151987244e-06,-0.27858415327466846
41.0,Female,Secondary,Self-Employed,668465.44,113448.45,826.8,2,52,61.95,0,0,2018,8,4,5,2,0,False,False,False,False,True,False,False,1,0,3,0.3382833455327943,0.22853057396483004,0.26575746120145977,0.16971450354336412,8.666666666666666,9.26748095237212e-05,11.639112642245598,336.82109494507614,8.814498439613414e-06,0.712081557837916
52.0,Male,Secondary,Unemployed,1184033.47,159243.38,614.0,1,131,66.98,0,0,2022,6,12,6,2,1,False,True,False,False,False,False,False,2,0,0,1.659694074001557,0.44389385739688064,0.47072849265738376,0.13449218247843747,21.833333333333332,5.656929903400532e-05,11.978195282387826,399.053104235514,6.279656462601694e-06,1.5726303903289813
48.0,Female,Graduate,Salaried,348362.24,35700.57,741.6,1,173,20.09,0,0,2021,12,9,3,3,0,False,False,False,False,False,True,False,0,1,0,-0.482147282598244,0.09481693739759298,0.13849611205158732,0.10248087599598626,28.833333333333332,5.7669689832945635e-05,10.48294994439178,188.94594465084452,2.8009972670669664e-05,-0.36239590691919465
53.0,Male,Graduate,Self-Employed,900965.16,52226.79,623.0,0,358,23.42,0,0,2020,9,29,1,3,1,False,False,False,False,False,False,True,1,2,2,0.9341845777600593,0.3256504498738006,0.35819086406705936,0.05796753787067874,59.666666666666664,2.5994317034060414e-05,10.863370007688108,228.53181397783547,1.9146894785324057e-05,1.1704845127808534
23.0,Female,Post-Graduate,Salaried,1219576.6,85935.03,787.7,1,378,41.79,0,0,2024,5,1,2,4,0,False,False,True,False,False,False,False,2,2,1,1.7507917964599495,0.45874094785796343,0.4848591438873912,0.07046294553130526,63.0,3.4265962247912716e-05,11.361358461242181,293.1467721125375,1.163656268505771e-05,1.615193444095416
38.0,Female,Secondary,Salaried,351080.41,51460.62,840.8,1,447,15.94,0,0,2023,5,1,0,2,0,False,False,False,False,False,True,False,0,3,1,-0.47518056086454397,0.09595237245574911,0.139576757235449,0.14657745620880355,74.5,4.5402574861482984e-05,10.848591566101984,226.84933325888355,1.9431957252803155e-05,-0.34895941497357935
45.0,Male,Graduate,Self-Employed,316498.85,109058.36,656.3,1,353,9.21,0,0,2022,1,3,0,3,1,False,True,False,True,False,False,False,0,2,2,-0.5638137610092198,0.08150694939915953,0.12582839114192895,0.3445763402415515,58.833333333333336,2.9099539857601833e-05,11.599647600133475,330.2398522286491,9.16931843355765e-06,-0.5295058930590788
62.0,Male,Post-Graduate,Unemployed,396628.49,103626.98,482.5,1,71,26.75,0,0,2019,9,9,0,4,1,False,False,True,False,False,False,False,0,0,3,-0.3584399600690418,0.11497873462724706,0.15768501142343064,0.2612689742257944,11.833333333333334,6.744329575695443e-05,11.54856264956331,321.9114474510032,9.649903433416343e-06,-0.14009992745414554
51.0,Male,Graduate,Self-Employed,421185.62,102283.82,618.1,0,334,30.27,0,0,2023,2,13,0,3,1,True,False,False,False,False,False,True,0,2,2,-0.2954995658743084,0.12523674878004026,0.16744803002196013,0.24284679318635527,55.666666666666664,7.186837986448858e-05,11.535516553832489,319.81841723077804,9.776621790017326e-06,-0.038626171225164825
23.0,Male,Secondary,Salaried,851277.64,203163.64,850.0,3,344,46.41,0,0,2018,10,28,6,2,1,True,False,False,False,False,True,False,1,2,2,0.8068345130188335,0.304894959172029,0.3384369196169218,0.23865703948591968,57.333333333333336,5.451798955040149e-05,12.221771963795936,450.7367746257232,4.922116368281409e-06,1.084919817715125
60.0,Male,Graduate,Salaried,278108.02,114789.35,626.7,1,198,40.34,0,0,2020,9,11,4,3,1,False,False,True,False,False,False,False,0,1,0,-0.6622101930704172,0.0654703165565807,0.11056559832766345,0.41274946781661376,33.0,0.00014505103070731038,11.650862700100978,338.8057703168587,8.711533678571413e-06,-0.7585824429333625
48.0,Male,Secondary,Salaried,1113300.14,81448.3,839.4,2,159,39.23,1,0,2021,4,9,4,2,1,False,True,False,True,False,False,False,2,1,0,1.478403195429584,0.41434710253529083,0.4426075022840818,0.07315927117437426,26.5,3.523754588089257e-05,11.307736019763672,285.39148550718886,1.227757635731676e-05,1.483384207322268
48.0,Female,Secondary,Self-Employed,273633.66,63864.9,625.4,1,164,30.56,0,0,2019,2,10,6,2,0,True,False,False,False,False,False,False,0,1,0,-0.6736780633862541,0.06360128511012536,0.10878675609746323,0.23339477535484726,27.333333333333332,0.00011168175844390473,11.064540851603372,252.71505693171508,1.565780800082673e-05,-0.7876274812550283
70.0,Female,Graduate,Salaried,207180.37,67056.79,623.2,1,188,11.76,0,0,2018,6,10,6,3,0,True,False,False,False,False,True,False,0,1,0,-0.8439991175215269,0.035842390266970996,0.08236735341467928,0.32366225785648584,31.333333333333332,5.676186039314249e-05,11.113310063914989,258.95325833053346,1.491251053755276e-05,-1.2968705747134537
52.0,Female,Graduate,Salaried,605776.46,34719.37,750.1,1,270,25.19,0,0,2022,12,24,5,3,0,False,False,False,False,False,False,False,1,2,2,0.17761028997354314,0.20234410819850593,0.2408346107843775,0.05731373696208506,45.0,4.158292716932717e-05,10.455081825399532,186.33134465247656,2.880153638915714e-05,0.5563325739188336
67.0,Male,Primary,Salaried,925728.48,21247.68,739.3,1,172,43.65,1,0,2022,4,25,0,1,1,False,False,False,False,False,False,True,1,1,0,0.9976534408711117,0.3359945937957551,0.3680358562840382,0.022952364010272203,28.666666666666668,4.715200384457887e-05,9.964050054776123,145.76583961957616,4.706174689439532e-05,1.2111277954277282
42.0,Female,Post-Graduate,Self-Employed,492472.2,101177.26,756.7,4,149,33.74,0,0,2018,1,26,4,4,0,False,True,False,False,True,False,False,0,1,0,-0.11279069696355232,0.15501460745262233,0.19578897240266835,0.2054472405808072,24.833333333333332,6.851134234309603e-05,11.524639190623535,318.08373111493773,9.883546129376014e-06,0.22128987272326167
43.0,Male,Graduate,Salaried,574382.39,172222.59,680.4,5,190,142.25,1,0,2018,3,24,5,3,1,False,False,True,False,False,True,False,0,1,0,0.09714668770499428,0.1892301647379395,0.228353474377414,0.29983908483147464,31.666666666666668,0.000247656882974976,12.056548853463157,414.9970963753843,5.806405498805361e-06,0.4712116811891101
22.0,Female,Secondary,Salaried,1429132.74,58041.85,773.1,1,378,45.35,0,0,2018,6,22,4,2,0,False,True,False,False,False,True,False,2,2,1,2.2878881940245965,0.5462768223646634,0.5681710167428939,0.04061330887058898,63.0,3.173250951307049e-05,10.96893680985872,240.91876224154896,1.7228650901876802e-05,1.8402147487133358
47.0,Female,Post-Graduate,Salaried,933589.09,222118.41,766.5,0,357,16.16,0,0,2020,9,25,4,4,0,False,False,True,False,False,True,False,1,2,2,1.0178003347471902,0.339278130944827,0.3711609479224254,0.23791856016809262,59.5,1.730952392607338e-05,12.310970399130154,471.2943984390224,4.502082911169267e-06,1.2237686485614403
62.0,Male,Secondary,Salaried,450699.12,64630.47,783.4,3,266,41.92,0,0,2022,9,5,0,2,1,True,False,False,False,False,True,False,0,2,2,-0.2198559005084345,0.1375651397890247,0.1791815204342233,0.14340016150872115,44.333333333333336,9.301084721255455e-05,11.076456722853612,254.22523478207273,1.5472338784805606e-05,0.07469336114445406
